
 num     #instances         #bytes  class name
3904:             1             24  java.lang.ClassValue$Version
3905:             1             24  java.lang.ProcessEnvironment$StringEnvironment
3906:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet
3907:             1             24  java.math.MutableBigInteger
3908:             1             24  java.net.Inet4AddressImpl
3909:             1             24  java.net.Proxy
3910:             1             24  java.security.AllPermissionCollection
3911:             1             24  java.time.format.DecimalStyle
3912:             1             24  java.time.temporal.IsoFields$Field$1
3913:             1             24  java.time.temporal.IsoFields$Field$2
3914:             1             24  java.time.temporal.IsoFields$Field$3
3915:             1             24  java.time.temporal.IsoFields$Field$4
3916:             1             24  java.util.Collections$EmptyMap
3917:             1             24  java.util.Collections$SynchronizedList
3918:             1             24  java.util.Locale$Cache
3919:             1             24  java.util.ResourceBundle$Control$CandidateListCache
3920:             1             24  java.util.concurrent.TimeUnit$1
3921:             1             24  java.util.concurrent.TimeUnit$2
3922:             1             24  java.util.concurrent.TimeUnit$3
3923:             1             24  java.util.concurrent.TimeUnit$4
3924:             1             24  java.util.concurrent.TimeUnit$5
3925:             1             24  java.util.concurrent.TimeUnit$6
3926:             1             24  java.util.concurrent.TimeUnit$7
3927:             1             24  java.util.logging.LogManager$LoggerContext
3928:             1             24  java.util.logging.LoggingPermission
3929:             1             24  javassist.util.proxy.ProxyFactory$2
3930:             1             24  javassist.util.proxy.ProxyFactory$2
3931:             1             24  javax.websocket.CloseReason
3932:             1             24  org.apache.catalina.mapper.Mapper
3933:             1             24  org.apache.catalina.security.SecurityConfig
3934:             1             24  org.apache.catalina.webresources.TomcatURLStreamHandlerFactory
3935:             1             24  org.apache.commons.pool2.impl.LinkedBlockingDeque$Node
3936:             1             24  org.apache.ibatis.binding.MapperRegistry
3937:             1             24  org.apache.ibatis.builder.StaticSqlSource
3938:             1             24  org.apache.ibatis.io.ClassLoaderWrapper
3939:             1             24  org.apache.ibatis.mapping.Environment
3940:             1             24  org.apache.ibatis.scripting.LanguageDriverRegistry
3941:             1             24  org.apache.ibatis.session.RowBounds
3942:             1             24  org.apache.ibatis.type.BigIntegerTypeHandler
3943:             1             24  org.apache.ibatis.type.ByteArrayTypeHandler
3944:             1             24  org.apache.ibatis.type.ByteObjectArrayTypeHandler
3945:             1             24  org.apache.ibatis.type.ObjectTypeHandler
3946:             1             24  org.apache.ibatis.type.SqlDateTypeHandler
3947:             1             24  org.apache.ibatis.type.SqlTimeTypeHandler
3948:             1             24  org.apache.ibatis.type.SqlTimestampTypeHandler
3949:             1             24  org.apache.ibatis.type.UnknownTypeHandler
3950:             1             24  org.apache.log4j.MDC
3951:             1             24  org.apache.log4j.MDC
3952:             1             24  org.apache.log4j.helpers.FormattingInfo
3953:             1             24  org.apache.log4j.helpers.FormattingInfo
3954:             1             24  org.apache.log4j.helpers.OnlyOnceErrorHandler
3955:             1             24  org.apache.log4j.helpers.OnlyOnceErrorHandler
3956:             1             24  org.apache.naming.StringManager
3957:             1             24  org.apache.tomcat.util.descriptor.web.JspConfigDescriptorImpl
3958:             1             24  org.apache.tomcat.util.net.NioBlockingSelector
3959:             1             24  org.apache.tomcat.util.net.NioEndpoint$Acceptor
3960:             1             24  org.apache.tomcat.websocket.WsExtension
3961:             1             24  org.aspectj.apache.bcel.generic.Type$1
3962:             1             24  org.aspectj.apache.bcel.generic.Type$2
3963:             1             24  org.hibernate.cfg.Mappings$PropertyReference
3964:             1             24  org.hibernate.cfg.naming.LegacyNamingStrategyDelegator
3965:             1             24  org.hibernate.cfg.naming.LegacyNamingStrategyDelegator
3966:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$AvgFunction
3967:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$AvgFunction
3968:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$CountFunction
3969:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$CountFunction
3970:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$MaxFunction
3971:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$MaxFunction
3972:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$MinFunction
3973:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$MinFunction
3974:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$SumFunction
3975:             1             24  org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$SumFunction
3976:             1             24  org.hibernate.engine.FetchStrategy
3977:             1             24  org.hibernate.engine.FetchStrategy
3978:             1             24  org.hibernate.engine.query.spi.ParameterMetadata
3979:             1             24  org.hibernate.engine.query.spi.ReturnMetadata
3980:             1             24  org.hibernate.engine.spi.ActionQueue$InsertActionSorter
3981:             1             24  org.hibernate.exception.internal.SQLStateConverter$1
3982:             1             24  org.hibernate.exception.internal.SQLStateConverter$1
3983:             1             24  org.hibernate.hql.internal.HolderInstantiator
3984:             1             24  org.hibernate.hql.internal.ast.HqlASTFactory
3985:             1             24  org.hibernate.hql.internal.ast.ParameterTranslationsImpl
3986:             1             24  org.hibernate.hql.internal.ast.util.LiteralProcessor$DecimalLiteralFormat$1
3987:             1             24  org.hibernate.hql.internal.ast.util.LiteralProcessor$DecimalLiteralFormat$2
3988:             1             24  org.hibernate.hql.internal.ast.util.SessionFactoryHelper
3989:             1             24  org.hibernate.id.IdentityGenerator$InsertSelectDelegate
3990:             1             24  org.hibernate.id.UUIDGenerator
3991:             1             24  org.hibernate.id.UUIDGenerator
3992:             1             24  org.hibernate.internal.SessionFactoryRegistry
3993:             1             24  org.hibernate.internal.SessionFactoryRegistry
3994:             1             24  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$1
3995:             1             24  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$1
3996:             1             24  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$2
3997:             1             24  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$2
3998:             1             24  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$3
3999:             1             24  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$3
4000:             1             24  org.hibernate.mapping.Table$ForeignKeyKey
4001:             1             24  org.hibernate.sql.Alias
4002:             1             24  org.hibernate.sql.Alias
4003:             1             24  org.hibernate.tuple.GenerationTiming$1
4004:             1             24  org.hibernate.tuple.GenerationTiming$1
4005:             1             24  org.hibernate.tuple.GenerationTiming$2
4006:             1             24  org.hibernate.tuple.GenerationTiming$2
4007:             1             24  org.hibernate.tuple.GenerationTiming$3
4008:             1             24  org.hibernate.tuple.GenerationTiming$3
4009:             1             24  org.hibernate.tuple.entity.EntityMetamodel$GenerationStrategyPair
4010:             1             24  org.hibernate.tuple.entity.EntityMetamodel$GenerationStrategyPair
4011:             1             24  org.hibernate.type.ObjectType
4012:             1             24  org.hibernate.type.ObjectType
4013:             1             24  org.hibernate.type.descriptor.java.BigDecimalTypeDescriptor
4014:             1             24  org.hibernate.type.descriptor.java.BigDecimalTypeDescriptor
4015:             1             24  org.hibernate.type.descriptor.java.BigIntegerTypeDescriptor
4016:             1             24  org.hibernate.type.descriptor.java.BigIntegerTypeDescriptor
4017:             1             24  org.hibernate.type.descriptor.java.BlobTypeDescriptor
4018:             1             24  org.hibernate.type.descriptor.java.BlobTypeDescriptor
4019:             1             24  org.hibernate.type.descriptor.java.ByteArrayTypeDescriptor
4020:             1             24  org.hibernate.type.descriptor.java.ByteArrayTypeDescriptor
4021:             1             24  org.hibernate.type.descriptor.java.ByteTypeDescriptor
4022:             1             24  org.hibernate.type.descriptor.java.ByteTypeDescriptor
4023:             1             24  org.hibernate.type.descriptor.java.CalendarDateTypeDescriptor
4024:             1             24  org.hibernate.type.descriptor.java.CalendarDateTypeDescriptor
4025:             1             24  org.hibernate.type.descriptor.java.CalendarTypeDescriptor
4026:             1             24  org.hibernate.type.descriptor.java.CalendarTypeDescriptor
4027:             1             24  org.hibernate.type.descriptor.java.CharacterArrayTypeDescriptor
4028:             1             24  org.hibernate.type.descriptor.java.CharacterArrayTypeDescriptor
4029:             1             24  org.hibernate.type.descriptor.java.CharacterTypeDescriptor
4030:             1             24  org.hibernate.type.descriptor.java.CharacterTypeDescriptor
4031:             1             24  org.hibernate.type.descriptor.java.ClassTypeDescriptor
4032:             1             24  org.hibernate.type.descriptor.java.ClassTypeDescriptor
4033:             1             24  org.hibernate.type.descriptor.java.ClobTypeDescriptor
4034:             1             24  org.hibernate.type.descriptor.java.ClobTypeDescriptor
4035:             1             24  org.hibernate.type.descriptor.java.CurrencyTypeDescriptor
4036:             1             24  org.hibernate.type.descriptor.java.CurrencyTypeDescriptor
4037:             1             24  org.hibernate.type.descriptor.java.DoubleTypeDescriptor
4038:             1             24  org.hibernate.type.descriptor.java.DoubleTypeDescriptor
4039:             1             24  org.hibernate.type.descriptor.java.FloatTypeDescriptor
4040:             1             24  org.hibernate.type.descriptor.java.FloatTypeDescriptor
4041:             1             24  org.hibernate.type.descriptor.java.IntegerTypeDescriptor
4042:             1             24  org.hibernate.type.descriptor.java.IntegerTypeDescriptor
4043:             1             24  org.hibernate.type.descriptor.java.JdbcDateTypeDescriptor
4044:             1             24  org.hibernate.type.descriptor.java.JdbcDateTypeDescriptor
4045:             1             24  org.hibernate.type.descriptor.java.JdbcTimeTypeDescriptor
4046:             1             24  org.hibernate.type.descriptor.java.JdbcTimeTypeDescriptor
4047:             1             24  org.hibernate.type.descriptor.java.JdbcTimestampTypeDescriptor
4048:             1             24  org.hibernate.type.descriptor.java.JdbcTimestampTypeDescriptor
4049:             1             24  org.hibernate.type.descriptor.java.LocaleTypeDescriptor
4050:             1             24  org.hibernate.type.descriptor.java.LocaleTypeDescriptor
4051:             1             24  org.hibernate.type.descriptor.java.LongTypeDescriptor
4052:             1             24  org.hibernate.type.descriptor.java.LongTypeDescriptor
4053:             1             24  org.hibernate.type.descriptor.java.NClobTypeDescriptor
4054:             1             24  org.hibernate.type.descriptor.java.NClobTypeDescriptor
4055:             1             24  org.hibernate.type.descriptor.java.PrimitiveByteArrayTypeDescriptor
4056:             1             24  org.hibernate.type.descriptor.java.PrimitiveByteArrayTypeDescriptor
4057:             1             24  org.hibernate.type.descriptor.java.PrimitiveCharacterArrayTypeDescriptor
4058:             1             24  org.hibernate.type.descriptor.java.PrimitiveCharacterArrayTypeDescriptor
4059:             1             24  org.hibernate.type.descriptor.java.SerializableTypeDescriptor
4060:             1             24  org.hibernate.type.descriptor.java.SerializableTypeDescriptor
4061:             1             24  org.hibernate.type.descriptor.java.ShortTypeDescriptor
4062:             1             24  org.hibernate.type.descriptor.java.ShortTypeDescriptor
4063:             1             24  org.hibernate.type.descriptor.java.StringTypeDescriptor
4064:             1             24  org.hibernate.type.descriptor.java.StringTypeDescriptor
4065:             1             24  org.hibernate.type.descriptor.java.TimeZoneTypeDescriptor
4066:             1             24  org.hibernate.type.descriptor.java.TimeZoneTypeDescriptor
4067:             1             24  org.hibernate.type.descriptor.java.UUIDTypeDescriptor
4068:             1             24  org.hibernate.type.descriptor.java.UUIDTypeDescriptor
4069:             1             24  org.hibernate.type.descriptor.java.UrlTypeDescriptor
4070:             1             24  org.hibernate.type.descriptor.java.UrlTypeDescriptor
4071:             1             24  org.slf4j.helpers.BasicMarker
4072:             1             24  org.springframework.aop.aspectj.AspectJPointcutAdvisor
4073:             1             24  org.springframework.aop.config.MethodLocatingFactoryBean
4074:             1             24  org.springframework.aop.config.SimpleBeanFactoryAwareAspectInstanceFactory
4075:             1             24  org.springframework.aop.interceptor.ExposeInvocationInterceptor$1
4076:             1             24  org.springframework.aop.interceptor.ExposeInvocationInterceptor$1
4077:             1             24  org.springframework.aop.support.ComposablePointcut
4078:             1             24  org.springframework.aop.support.MethodMatchers$IntersectionMethodMatcher
4079:             1             24  org.springframework.cglib.core.EmitUtils$ArrayDelimiters
4080:             1             24  org.springframework.cglib.core.EmitUtils$ArrayDelimiters
4081:             1             24  org.springframework.cglib.core.MethodWrapper$MethodWrapperKey$$KeyFactoryByCGLIB$$552be97a
4082:             1             24  org.springframework.cglib.core.MethodWrapper$MethodWrapperKey$$KeyFactoryByCGLIB$$552be97a
4083:             1             24  org.springframework.context.annotation.AnnotationScopeMetadataResolver
4084:             1             24  org.springframework.context.annotation.AnnotationScopeMetadataResolver
4085:             1             24  org.springframework.context.event.GenericApplicationListenerAdapter
4086:             1             24  org.springframework.context.event.GenericApplicationListenerAdapter
4087:             1             24  org.springframework.context.event.SourceFilteringListener
4088:             1             24  org.springframework.context.event.SourceFilteringListener
4089:             1             24  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$2
4090:             1             24  org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey
4091:             1             24  org.springframework.core.env.PropertiesPropertySource
4092:             1             24  org.springframework.objenesis.SpringObjenesis
4093:             1             24  org.springframework.objenesis.SpringObjenesis
4094:             1             24  org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor$1
4095:             1             24  org.springframework.web.context.ContextLoaderListener
4096:             1             24  org.springframework.web.context.ContextLoaderListener
4097:             1             24  org.springframework.web.context.support.ServletConfigPropertySource
4098:             1             24  org.springframework.web.context.support.ServletConfigPropertySource
4099:             1             24  org.springframework.web.servlet.support.SessionFlashMapManager
4100:             1             24  org.springframework.web.servlet.support.SessionFlashMapManager
4101:             1             24  redis.clients.jedis.JedisCluster
4102:             1             24  redis.clients.jedis.JedisCluster
4103:             1             24  redis.clients.util.RedisOutputStream
4104:             1             24  sun.invoke.util.ValueConversions$2
4105:             1             24  sun.launcher.LauncherHelper
4106:             1             24  sun.management.CompilationImpl
4107:             1             24  sun.management.OperatingSystemImpl
4108:             1             24  sun.management.RuntimeImpl
4109:             1             24  sun.management.ThreadImpl
4110:             1             24  sun.management.VMManagementImpl
4111:             1             24  sun.net.ProgressMonitor
4112:             1             24  sun.net.sdp.SdpProvider
4113:             1             24  sun.net.www.MimeTable
4114:             1             24  sun.nio.cs.CESU_8
4115:             1             24  sun.nio.cs.IBM437
4116:             1             24  sun.nio.cs.IBM737
4117:             1             24  sun.nio.cs.IBM775
4118:             1             24  sun.nio.cs.IBM850
4119:             1             24  sun.nio.cs.IBM852
4120:             1             24  sun.nio.cs.IBM855
4121:             1             24  sun.nio.cs.IBM857
4122:             1             24  sun.nio.cs.IBM858
4123:             1             24  sun.nio.cs.IBM862
4124:             1             24  sun.nio.cs.IBM866
4125:             1             24  sun.nio.cs.IBM874
4126:             1             24  sun.nio.cs.ISO_8859_1
4127:             1             24  sun.nio.cs.ISO_8859_13
4128:             1             24  sun.nio.cs.ISO_8859_15
4129:             1             24  sun.nio.cs.ISO_8859_2
4130:             1             24  sun.nio.cs.ISO_8859_4
4131:             1             24  sun.nio.cs.ISO_8859_5
4132:             1             24  sun.nio.cs.ISO_8859_7
4133:             1             24  sun.nio.cs.ISO_8859_9
4134:             1             24  sun.nio.cs.KOI8_R
4135:             1             24  sun.nio.cs.KOI8_U
4136:             1             24  sun.nio.cs.MS1250
4137:             1             24  sun.nio.cs.MS1251
4138:             1             24  sun.nio.cs.MS1252
4139:             1             24  sun.nio.cs.MS1253
4140:             1             24  sun.nio.cs.MS1254
4141:             1             24  sun.nio.cs.MS1257
4142:             1             24  sun.nio.cs.ThreadLocalCoders$1
4143:             1             24  sun.nio.cs.ThreadLocalCoders$2
4144:             1             24  sun.nio.cs.US_ASCII
4145:             1             24  sun.nio.cs.UTF_16
4146:             1             24  sun.nio.cs.UTF_16BE
4147:             1             24  sun.nio.cs.UTF_16LE
4148:             1             24  sun.nio.cs.UTF_16LE_BOM
4149:             1             24  sun.nio.cs.UTF_32
4150:             1             24  sun.nio.cs.UTF_32BE
4151:             1             24  sun.nio.cs.UTF_32BE_BOM
4152:             1             24  sun.nio.cs.UTF_32LE
4153:             1             24  sun.nio.cs.UTF_32LE_BOM
4154:             1             24  sun.nio.cs.UTF_8
4155:             1             24  sun.nio.cs.ext.Big5
4156:             1             24  sun.nio.cs.ext.Big5_HKSCS
4157:             1             24  sun.nio.cs.ext.Big5_HKSCS_2001
4158:             1             24  sun.nio.cs.ext.Big5_Solaris
4159:             1             24  sun.nio.cs.ext.COMPOUND_TEXT
4160:             1             24  sun.nio.cs.ext.EUC_CN
4161:             1             24  sun.nio.cs.ext.EUC_JP
4162:             1             24  sun.nio.cs.ext.EUC_JP_LINUX
4163:             1             24  sun.nio.cs.ext.EUC_JP_Open
4164:             1             24  sun.nio.cs.ext.EUC_TW
4165:             1             24  sun.nio.cs.ext.GB18030
4166:             1             24  sun.nio.cs.ext.GBK
4167:             1             24  sun.nio.cs.ext.IBM037
4168:             1             24  sun.nio.cs.ext.IBM1006
4169:             1             24  sun.nio.cs.ext.IBM1025
4170:             1             24  sun.nio.cs.ext.IBM1026
4171:             1             24  sun.nio.cs.ext.IBM1046
4172:             1             24  sun.nio.cs.ext.IBM1047
4173:             1             24  sun.nio.cs.ext.IBM1097
4174:             1             24  sun.nio.cs.ext.IBM1098
4175:             1             24  sun.nio.cs.ext.IBM1112
4176:             1             24  sun.nio.cs.ext.IBM1122
4177:             1             24  sun.nio.cs.ext.IBM1123
4178:             1             24  sun.nio.cs.ext.IBM1124
4179:             1             24  sun.nio.cs.ext.IBM1140
4180:             1             24  sun.nio.cs.ext.IBM1141
4181:             1             24  sun.nio.cs.ext.IBM1142
4182:             1             24  sun.nio.cs.ext.IBM1143
4183:             1             24  sun.nio.cs.ext.IBM1144
4184:             1             24  sun.nio.cs.ext.IBM1145
4185:             1             24  sun.nio.cs.ext.IBM1146
4186:             1             24  sun.nio.cs.ext.IBM1147
4187:             1             24  sun.nio.cs.ext.IBM1148
4188:             1             24  sun.nio.cs.ext.IBM1149
4189:             1             24  sun.nio.cs.ext.IBM1364
4190:             1             24  sun.nio.cs.ext.IBM1381
4191:             1             24  sun.nio.cs.ext.IBM1383
4192:             1             24  sun.nio.cs.ext.IBM273
4193:             1             24  sun.nio.cs.ext.IBM277
4194:             1             24  sun.nio.cs.ext.IBM278
4195:             1             24  sun.nio.cs.ext.IBM280
4196:             1             24  sun.nio.cs.ext.IBM284
4197:             1             24  sun.nio.cs.ext.IBM285
4198:             1             24  sun.nio.cs.ext.IBM290
4199:             1             24  sun.nio.cs.ext.IBM297
4200:             1             24  sun.nio.cs.ext.IBM300
4201:             1             24  sun.nio.cs.ext.IBM33722
4202:             1             24  sun.nio.cs.ext.IBM420
4203:             1             24  sun.nio.cs.ext.IBM424
4204:             1             24  sun.nio.cs.ext.IBM500
4205:             1             24  sun.nio.cs.ext.IBM833
4206:             1             24  sun.nio.cs.ext.IBM834
4207:             1             24  sun.nio.cs.ext.IBM838
4208:             1             24  sun.nio.cs.ext.IBM856
4209:             1             24  sun.nio.cs.ext.IBM860
4210:             1             24  sun.nio.cs.ext.IBM861
4211:             1             24  sun.nio.cs.ext.IBM863
4212:             1             24  sun.nio.cs.ext.IBM864
4213:             1             24  sun.nio.cs.ext.IBM865
4214:             1             24  sun.nio.cs.ext.IBM868
4215:             1             24  sun.nio.cs.ext.IBM869
4216:             1             24  sun.nio.cs.ext.IBM870
4217:             1             24  sun.nio.cs.ext.IBM871
4218:             1             24  sun.nio.cs.ext.IBM875
4219:             1             24  sun.nio.cs.ext.IBM918
4220:             1             24  sun.nio.cs.ext.IBM921
4221:             1             24  sun.nio.cs.ext.IBM922
4222:             1             24  sun.nio.cs.ext.IBM930
4223:             1             24  sun.nio.cs.ext.IBM933
4224:             1             24  sun.nio.cs.ext.IBM935
4225:             1             24  sun.nio.cs.ext.IBM937
4226:             1             24  sun.nio.cs.ext.IBM939
4227:             1             24  sun.nio.cs.ext.IBM942
4228:             1             24  sun.nio.cs.ext.IBM942C
4229:             1             24  sun.nio.cs.ext.IBM943
4230:             1             24  sun.nio.cs.ext.IBM943C
4231:             1             24  sun.nio.cs.ext.IBM948
4232:             1             24  sun.nio.cs.ext.IBM949
4233:             1             24  sun.nio.cs.ext.IBM949C
4234:             1             24  sun.nio.cs.ext.IBM950
4235:             1             24  sun.nio.cs.ext.IBM964
4236:             1             24  sun.nio.cs.ext.IBM970
4237:             1             24  sun.nio.cs.ext.ISCII91
4238:             1             24  sun.nio.cs.ext.ISO2022_CN
4239:             1             24  sun.nio.cs.ext.ISO2022_CN_CNS
4240:             1             24  sun.nio.cs.ext.ISO2022_CN_GB
4241:             1             24  sun.nio.cs.ext.ISO2022_JP
4242:             1             24  sun.nio.cs.ext.ISO2022_JP_2
4243:             1             24  sun.nio.cs.ext.ISO2022_KR
4244:             1             24  sun.nio.cs.ext.ISO_8859_11
4245:             1             24  sun.nio.cs.ext.ISO_8859_3
4246:             1             24  sun.nio.cs.ext.ISO_8859_6
4247:             1             24  sun.nio.cs.ext.ISO_8859_8
4248:             1             24  sun.nio.cs.ext.JISAutoDetect
4249:             1             24  sun.nio.cs.ext.JIS_X_0201
4250:             1             24  sun.nio.cs.ext.JIS_X_0208
4251:             1             24  sun.nio.cs.ext.JIS_X_0212
4252:             1             24  sun.nio.cs.ext.Johab
4253:             1             24  sun.nio.cs.ext.MS1255
4254:             1             24  sun.nio.cs.ext.MS1256
4255:             1             24  sun.nio.cs.ext.MS1258
4256:             1             24  sun.nio.cs.ext.MS50220
4257:             1             24  sun.nio.cs.ext.MS50221
4258:             1             24  sun.nio.cs.ext.MS874
4259:             1             24  sun.nio.cs.ext.MS932
4260:             1             24  sun.nio.cs.ext.MS932_0213
4261:             1             24  sun.nio.cs.ext.MS936
4262:             1             24  sun.nio.cs.ext.MS949
4263:             1             24  sun.nio.cs.ext.MS950
4264:             1             24  sun.nio.cs.ext.MS950_HKSCS
4265:             1             24  sun.nio.cs.ext.MS950_HKSCS_XP
4266:             1             24  sun.nio.cs.ext.MSISO2022JP
4267:             1             24  sun.nio.cs.ext.MacArabic
4268:             1             24  sun.nio.cs.ext.MacCentralEurope
4269:             1             24  sun.nio.cs.ext.MacCroatian
4270:             1             24  sun.nio.cs.ext.MacCyrillic
4271:             1             24  sun.nio.cs.ext.MacDingbat
4272:             1             24  sun.nio.cs.ext.MacGreek
4273:             1             24  sun.nio.cs.ext.MacHebrew
4274:             1             24  sun.nio.cs.ext.MacIceland
4275:             1             24  sun.nio.cs.ext.MacRoman
4276:             1             24  sun.nio.cs.ext.MacRomania
4277:             1             24  sun.nio.cs.ext.MacSymbol
4278:             1             24  sun.nio.cs.ext.MacThai
4279:             1             24  sun.nio.cs.ext.MacTurkish
4280:             1             24  sun.nio.cs.ext.MacUkraine
4281:             1             24  sun.nio.cs.ext.PCK
4282:             1             24  sun.nio.cs.ext.SJIS
4283:             1             24  sun.nio.cs.ext.SJIS_0213
4284:             1             24  sun.nio.cs.ext.TIS_620
4285:             1             24  sun.nio.fs.NativeBuffer$Deallocator
4286:             1             24  sun.rmi.runtime.RuntimeUtil$1
4287:             1             24  sun.rmi.transport.DGCImpl
4288:             1             24  sun.security.provider.DSAParameters
4289:             1             24  sun.security.provider.NativeSeedGenerator
4290:             1             24  sun.security.x509.Extension
4291:             1             24  sun.util.locale.BaseLocale$Cache
4292:             1             24  sun.util.locale.provider.CalendarDataProviderImpl
4293:             1             24  sun.util.locale.provider.CalendarProviderImpl
4294:             1             24  sun.util.locale.provider.CurrencyNameProviderImpl
4295:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl
4296:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl
4297:             1             24  sun.util.locale.provider.NumberFormatProviderImpl
4298:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl
4299:             1             16  [Lcom.fasterxml.classmate.members.RawConstructor;
4300:             1             16  [Lcom.fasterxml.classmate.members.RawConstructor;
4301:             1             16  [Lcom.fasterxml.classmate.members.RawField;
4302:             1             16  [Lcom.fasterxml.classmate.members.RawField;
4303:             1             16  [Lcom.fasterxml.classmate.members.RawMethod;
4304:             1             16  [Lcom.fasterxml.classmate.members.RawMethod;
4305:             1             16  [Lcom.fasterxml.jackson.databind.AbstractTypeResolver;
4306:             1             16  [Lcom.fasterxml.jackson.databind.AbstractTypeResolver;
4307:             1             16  [Lcom.fasterxml.jackson.databind.JavaType;
4308:             1             16  [Lcom.fasterxml.jackson.databind.deser.BeanDeserializerModifier;
4309:             1             16  [Lcom.fasterxml.jackson.databind.deser.BeanDeserializerModifier;
4310:             1             16  [Lcom.fasterxml.jackson.databind.deser.ValueInstantiators;
4311:             1             16  [Lcom.fasterxml.jackson.databind.deser.ValueInstantiators;
4312:             1             16  [Lcom.fasterxml.jackson.databind.introspect.AnnotationMap;
4313:             1             16  [Lcom.fasterxml.jackson.databind.introspect.AnnotationMap;
4314:             1             16  [Lcom.fasterxml.jackson.databind.ser.BeanSerializerModifier;
4315:             1             16  [Lcom.fasterxml.jackson.databind.ser.BeanSerializerModifier;
4316:             1             16  [Lcom.fasterxml.jackson.databind.ser.Serializers;
4317:             1             16  [Lcom.fasterxml.jackson.databind.ser.Serializers;
4318:             1             16  [Lcom.sun.org.apache.xerces.internal.impl.xs.SubstitutionGroupHandler$OneSubGroup;
4319:             1             16  [Lcom.sun.org.apache.xerces.internal.xs.XSObject;
4320:             1             16  [Ljava.beans.EventSetDescriptor;
4321:             1             16  [Ljava.lang.Throwable;
4322:             1             16  [Ljava.nio.file.attribute.FileAttribute;
4323:             1             16  [Ljava.security.Provider;
4324:             1             16  [Ljava.text.FieldPosition;
4325:             1             16  [Ljavax.persistence.Index;
4326:             1             16  [Ljavax.persistence.Index;
4327:             1             16  [Ljavax.persistence.UniqueConstraint;
4328:             1             16  [Ljavax.persistence.UniqueConstraint;
4329:             1             16  [Lorg.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry;
4330:             1             16  [Lorg.aspectj.apache.bcel.classfile.CodeException;
4331:             1             16  [Lorg.aspectj.apache.bcel.classfile.annotation.AnnotationGen;
4332:             1             16  [Lorg.aspectj.apache.bcel.classfile.annotation.ElementValue;
4333:             1             16  [Lorg.aspectj.bridge.IMessage;
4334:             1             16  [Lorg.aspectj.bridge.IMessage;
4335:             1             16  [Lorg.aspectj.weaver.JoinPointSignature;
4336:             1             16  [Lorg.aspectj.weaver.JoinPointSignature;
4337:             1             16  [Lorg.aspectj.weaver.Member;
4338:             1             16  [Lorg.aspectj.weaver.Member;
4339:             1             16  [Lorg.aspectj.weaver.ReferenceType;
4340:             1             16  [Lorg.aspectj.weaver.ReferenceType;
4341:             1             16  [Lorg.aspectj.weaver.ResolvedPointcutDefinition;
4342:             1             16  [Lorg.aspectj.weaver.ResolvedPointcutDefinition;
4343:             1             16  [Lorg.aspectj.weaver.ast.Expr;
4344:             1             16  [Lorg.aspectj.weaver.ast.Expr;
4345:             1             16  [Lorg.aspectj.weaver.ast.Var;
4346:             1             16  [Lorg.aspectj.weaver.patterns.AnnotationTypePattern;
4347:             1             16  [Lorg.aspectj.weaver.patterns.AnnotationTypePattern;
4348:             1             16  [Lorg.aspectj.weaver.patterns.BindingPattern;
4349:             1             16  [Lorg.aspectj.weaver.patterns.BindingPattern;
4350:             1             16  [Lorg.aspectj.weaver.patterns.FormalBinding;
4351:             1             16  [Lorg.hibernate.hql.internal.ast.ParameterTranslationsImpl$ParameterInfo;
4352:             1             16  [Lorg.hibernate.loader.plan.spi.BidirectionalEntityReference;
4353:             1             16  [Lorg.hibernate.loader.plan.spi.BidirectionalEntityReference;
4354:             1             16  [Lorg.hibernate.loader.plan.spi.Fetch;
4355:             1             16  [Lorg.hibernate.loader.plan.spi.Fetch;
4356:             1             16  [[Lorg.aspectj.apache.bcel.classfile.annotation.AnnotationGen;
4357:             1             16  [[Lorg.aspectj.weaver.AnnotationAJ;
